review_text,sentiment
Really wanted to return these since I purchased them in error but only short return window and missed it. The down side to purchasing on Amazon.,negative
"Very quiet, love remote. Bring on summer!!",positive
"I was told this 4-year extended warranty started AFTER manufactures warranty- it's for THREE YEARS, NOT 4",negative
Not a good product. Poorly packaged and doesn't fit together very well. I am so glad I didnt pay the 300 plus dollars it says it is selling for now. Not worth 100 for the quality.,negative
This product doesn't work like it should. It doesn't steam at all. It states that the motor is renewed but it clearly doesn't work.,negative
What mom dreams are made of! My son loves it.,positive
Item received quickly thanks,positive
"First off the device has an FTP server but you can not name the file that it will upload. While there is a way to make it display the image in your website, it can no longer be linked to by other cam sites to increase traffic or interest in your resort, store, etc. It can hold a large SD card but it can not store its own video on it. If you want to store constant video the webcam has to connect to a computer. When I tried that I found out it is a serious bandwidth hog on my own internal network. I was going to return it but while I was in town my dog chewed the package and destroyed everything but the ipcam itself.",negative
Didn’t fit my lid. Called Farberware and they gave me warranty service. Should have called them first.,neutral
Awesome and easy to set up!,positive
"Packaging was clearly tampered with. Barcodes removed, box had incisions marks and glued back together. Perfume wasn’t long lasting. Buyers beware.",negative
not happy about this broke too soon first dropped my phone.,negative
This is what I received. After pulling forever to get it apart it's not what is pictured. It's plastic on plastic. What is pictured is what I need and now it's not eligible to return. Wtf,negative
Scanned multiple dogs with known microchips and it did not pick up any of them. Returning this item.,negative
Perfect for travel first aid kit!,positive
Will see. Only been a week since I painted. Will update in future.,neutral
"cheap quality, ruff edges cut",neutral
NEVER RECIEVED. SAID DELIVERED BUT NEVER WAS. TRIED CONTACTING PROACTIVE SPORTS BUT NO REPLY. DO NOT BUY FROM THEM.,negative
Terrible quality. Not the same thick texture I've received in 2 yrs of buying this same product. Will not buy from this seller again.,negative
Horrible product. Not fast charging at all. 2 of the cords aren't working at all. Don't buy this STAY AWAY.,negative
This is a good movie 🍿,neutral
I like the cover but it has a white power on the bottom and its annoying when some keys are white with powder and some are clear. but overall its a good cover for the money.,neutral
We purchased these DVD players for when our grandchildren are in the car with us. They are easy to install. Just attach them to the headrests and plug them into the 12V power source. I purchased a splitter as recommended in another review. The main learning curve was to insert the DVD with the label facing away from me. Previous DVD players we used had the DVD label facing the user. Worked fine and the sound was good on the headsets. Easy to set the infrared signal to A or B in the Setup menu. A third headset we had from a previous player worked fine with this system. We like it because it is easy to remove when the grandkids are not with us.,positive
"I purchased this book as a used book. Unfortunately, it was unusable. It is a workbook and everything was completed, in pen. I now have to buy another one to replace this one.",negative
These are fantastic and soft.,positive
My kid was able to unleash himself within minutes.,negative
"Purchased to put tea in. Placed it into dishwasher and melted, never got to use it.. seemed nice though",negative
The shape and flexibility are great I know our grandbaby will enjoy them,positive
These are really good combs. The tines are not sharp so they don’t scratch. They appear well made and I recommend this product 100%.,positive
might as well go barefoot!,negative
Cheap quality but perfect for one or two uses,neutral
I did not receive the money,negative
For a to go bag. Works really good!,positive
"Fits well, and looks good.",positive
This heater works pretty well. I had some trouble at first. I set it to 74 degrees and once it got there it just turned the fan on. I set the temp at the highest setting and it is now heating up my room. Works well and fast once I figured it out.,neutral
"Looks really cool and has a really small footprint, so can go in between furniture.",positive
the item does not match the picture. it does not include any washers or hardware.,neutral
I would give this 0 stars if I could. This is useless. These things don’t hold anything - neither a cartridge nor a battery is supported by these little buttons. Total garbage. Do not purchase,negative
Crap! It zapped 3 flies and is now cooked. Dont work No more! Another junk product on here!,negative
it was ok. Should have waited for it to come out on netflix,neutral
"My bottle came broken which is why I’m giving it 3 stars. The top of the bottle comes off with the cap so I have to dig my finger into the small opening to get any product out & it seems super unsanitary and is just very annoying. Besides that, it feels very gentle on my skin & smells amazing.",neutral
Lots of stuff perfect for Easter in a crunch,positive
I bought 2 of these boxes 1 I had to send back because remote stopped working with box. My 2nd one I still have but recently started have problems with the remote working with box an then stops working with the box. Also it likes to freeze up and I end up having to unplug it and plug it back in I have to do them a few times every time I use it,neutral
Product defiantly leaks and made a mess when we used it. I bought a quantity of three since it was minimum purchase quantity and my daughter really liked mini mouse... however due to the leakage from the straw I was disappointed cuz I will never use it again.,negative
I bought this for my scooter which also has an 80cc big bore kit and it works perfectly ! Only problem I had was installing the air filter since my stock air box had the breather hose connected to it. If you have the same issue just buy a breather filter and you can get rid of that big ugly air box all together. My bike now starts instantly. You might have to adjust your idle screw after installing ! Overall very satisfied.,positive
"It is smaller than what I thought. Light, easy to use. And you can connect to your phone with Bluetooth easily.",positive
Every record that we've tried on the player skips. Have tried multiple times and different records and it continues to have an issue.,negative
Very nice watch. Great detail. Love it!!,positive
Just okay. Will keep it.,neutral
Needed headphones to drown out talking of others sharing an office...worked like a charm!,positive
"Really like this case. Kickstand is much better designed than the spigen one's. I also try to keep it screen side in on the belt holster to add screen protection. Case has a solid feel, all buttons work tight.",positive
Very nice tanks for the price. They wash well and go with everything! I have this tank in several colors. Fit exactly as expected,positive
Huge! Not at all what it was described way to big. Would like a refund I can use this for a over night bad and still have room for my lap top,negative
"I read the reviews. Many customers said they didn't work out of the box. I decided to go ahead and gamble on the speaker, and I got one with a battery that would not charge. Jbl was not all that helpful. I got the run around from both amazon and Jbl. I just decided to get a refund and start over. Lesson learned.",negative
"Works well, better than the old pad!",positive
After second or third use they really improve battery life.,positive
Had for a week and my kid has already ripped 3 of the 4 while on the cup. So disappointed.,negative
It lasted me one month of useage. After that it would not stay inflated.,negative
Ball point was great... fountain pen was lacking.,neutral
Such a waste of money. Big lie. This do nothing.,negative
tastes horribly. impossible to chase down with water. it does work however.,neutral
"spacious , love it and get many compliments",positive
"Unfortunately, this stopped working after 2 months.",negative
"This product is so strong I don't need to use the highest setting like usual. I'm very impressed and satisfied. It doesn't take long at all to work and help me reach the peak. Also, it's very versatile, I can use it on any sensitive area and have a great sensation.",positive
Poor quality Looks really old safety box,negative
"It stated #2 for 2-6 cup coffee maker. I had #4 which stated 6-12 coffee maker. The filters were the same size. I wanted the smaller ones, but was misled into believing they were.",neutral
This pack n play is everything you need! My little one slept in the smaller bassinet until she out grew it's. But it was super convenient since I could Just flip it and have the changing table. Just wish they could be a bit larger since my little one out grew it by 2 months.,positive
Fast delivery. Works great.,positive
"That jump rope is amazing, high quilty , so light , great design, the articulations is so great idea , loved it and I’m getting another one to use it at my clinic for patients who need agility training",positive
This is a very heavy table and will serve its purpose. But I'm unhappy that a product that is so heavy was shipped in a box rather than a crate or a heavier cardboard. The box was destroyed and the table came dented. Now my new island already looks used. ;(,neutral
Too dark. Looks different then before.,negative
Cute shoe but Amazon sent me the wrong size and they don't have the size I ordered in stock,negative
"Stitching came apart first wear on the sleeve, just great.",negative
Looks great. Doesn't perform well.,negative
I did not get the results I wanted with this product.,negative
Great for my watch phone and pod so I don’t have the cord hanging everywhere helps organized my desk,positive
"Loved the style, but in less than a year it quit working. Sent it in twice to Asurion (amazon's watch warranty provider) with no success for repair. After that sent to the manufacturer as instructed by Amazon customer service and getting a repair estimate for half the value of the watch. Even though still under warranty. I eventually settled for a partial refund of the original price paid.",negative
Much smaller than expected,neutral
Why did I put up with hitting my head on that tennis ball all those years? I love this!,positive
looks great. Super Quality. Recommended.Perfect fit for my Iphone,positive
feel like wandering in the fairy tale.... So great!,positive
We went to Oahu for vacation the luggage was great,positive
"Okay shirt. Nylon texture is a little too silky, but so are many of the competition",neutral
This book was so amazing!! WOW!! This is my favorite book that I have read in such a long time. It is a great summer read and it has made me wish that I could be a Meade Creamery girl myself!! Siobhan is an awesome writer and I can’t wait to read more from her.,positive
The individual links come apart too easily. I started gluing them.,neutral
Loved this product! Ate it when in Scotland years ago. Still tastes the same...Just wonderful. Next time I'll try the dark chocolate.,positive
My husband uses these every day all day for work and they work great!!,positive
Started turning my arm green!,neutral
"I bought this curtain in white 1 year ago. It hung fairly nicely, but isn't heavy and didn't look like a high quality shower curtain. It looks like a $30 shower curtain- fair enough. However, i was really disappointed when I washed it exactly according to directions, air dried and all that- and it shrunk 6 inches in length and is terribly wrinkled. Now it floats above the tub wall and looks ridiculous, so I'm going to have to replace it. Don't expect to be able to wash this.",neutral
"I am so disappointed. I needed to replace a pump in a fountain that i 3 tiers with internal wiring. When i bought a pump that was recommended by the fountain company, the electrical plug was too big to go down the center tube of the fountain. I bought this because the adapter is small enough with a long enough cord to work in my fountain. I set it up and it did not work... I turned it on and off --- did not work. I let it sit out for a full day to charge and still does not work. I have not had time to mess with it any further.... Very disappointed, it should not be this difficult.",negative
Awesome book. Great pictures Great detailed information on mushrooms. Other mushroom book authors need to take notes. Plus me living in Florida I'm glad I kept searching because There seems to be more mushroom books for other area's. Buy this one if you live in the south east I'm interested in Gourmet mushrooms buy this book has it all including poisonous mushroom to look out for. Peace,positive
Used this item to hook up cassette player and two phono turntables to my computer to copy and burn to cd.,positive
Small. Works well in small space for a nightlight,neutral
"99% sure these are knock-offs. Nowhere near the same weight, fit as other real Hanes beefy tees that I have. Bad stitching, no tags, and came in a non labeled plastic bag. Do not buy.",negative
Product arrived without the screws to put it together. We have called the hotline several times. You have to leave a message. No one has called back. Waiting to know what to do about it.,negative
It's a cool looking toy made of plastic. But it's already starting to break when my son tries to play with it which is incredibly disappointing. Bet quality would be nice,neutral
"First time used was this week as a carry-on bag for a change of clothes and electronics. The shoulder strap almost completely tore off of one of the bags, so it had to be carried by the top handle which made carrying other items very difficult. Bags are very flimsy and the straps are apparently very weak and not good for a dependable carry-on with minimal weight.",negative
"I love the bag! it's a good quality fabric, not too big, not too small. I love that it has so many pockets, that's exactly what I was missing in my previous bag!",positive
I will not order from this seller again. The first time I checked it said the package was lost then it said it was found. The package arrived 3 days after graduation even though I ordered it 4 weeks earlier. I have only been able to email them ( no personal person) and now they want me to send it back.,negative
Arrived on time. The box was not damaged. The speakers were not even in the tower. They were hanging loose. Once plugged in the tower lacked bass and quality of sound.,negative
"smells great, but gets on everything it touches and shows....clothing etc.etc.",neutral
It's a Christmas gift and I'm sure he will love it.,positive
I give them a 3 star only because they are huge! The smallest one was nice but you get these as a set. I returned them. If you like big you will like these!,neutral
"I keep my wallet in my front pocket, I do not wear tight fitting clothes and ever single time the wallet clasping mechanism slides sideways causing a gap around the top of the case. This would not be an issue with most wallets but this wallet was designed to stop RF scanning of your credit cards, if there is any gap in the seal of this wallet the actual purpose of the wallet is lost. DO NOT buy this wallet it does not function in a way that it is marketed as functioning.",negative
"I only tried one pair of these, but they immediately fell apart when I opened them to try them on. It may have just been a lemon, but the quality doesn't seem to be there.",negative
When buying i had high hopes for this product and once it arrived i still did as it looked like it was alot. Then i took it out and realized how cheap and thin it was and would catch on and stick to the bottom and any shoe.,negative
"Did not like the red writing on it. It said is was play money, and had some black marks on it s I didn't need red writing on it. Loved the gold 100 I got.",neutral
Fair for price. Paint rubbing off inside the packet. Seems off brand. No actual logo on packet.,neutral
These are so hard to find in stores. Great for all kinds of cuts/blisters on fingers and toes. Take a couple with me whenever I travel.,positive
"We haven't had the time to use the cleats yet. I purchased a Medium pair for my wife and a large par for me. Both pairs fit on our hiking shoe fine. The add says the cleats are stainless steel, but they seem a little light for stainless steel. hopefully they will hold up. Also, the Large pare came with a nylon carrying bag, but the Medium pair didn't.",neutral
The product came by hot Postal Service and sat in my hot 100 degree mailbox. Don't know if it's any good now. Won't get from a seller again that uses slow delivery again.,neutral
"Everyone could not hear me while on the phone. It felt like I was in the dinosaur era, all people hear was a roaring sound while talking.",negative
I have a smallish black dog that disappears into shadows and night an this collar is perfect to help keep an eye on him. He is so small I was able to get two equal lengths out of the collar portion and I love that it is rechargeable.,positive
I got this for my little girl and we both love it! Shes uses on her nightstand as a nightlight. I love how its soft and ok to touch. So so cute!!,positive
"Holds all my cards, makes it so easy to grab and go.",positive
Loved it great read. Anne rice is a legend,positive
"own an auto repair shop, No need for a timing light these days but running into some classic car repair and need a timing light. Took a chance... wish I didn't. pulled it out of my box for the first time for an MGB timing check. my old OTC gave up the ghost. I knew the timing was not off just checking it. This light was all over the place no matter where it was up and down the plug wire. Borrowed a friends Harbor Freight light worked perfect timing was dead on and not jumping. Went back and forth between the two lights couldn't believe how messed up this light is. Of course I am past the return window. My advice ...keep looking if your looking for a good light. If your in a bind buy a harbor freight one.",negative
Arrived with a damaged corner.,neutral
"I love this fan, it works pretty well as a white noise machine and it won’t take up your whole nightstand",positive
Nice design but they broke after just walking around the house.,negative
These are really cute. I got them and planted succulents in them and gave them to teachers for gifts.,positive
Purchased as an extra set for my 7 year old daughter. Works great along with her Bear youth bow!,positive
"It does it's job. Wish It was a little cuter, but it was cheap",neutral
Good for my babygirl,positive
The case is almost an inch too big for the galaxy tabs. Doesn’t fit at all,negative
"I had high expectations for this little bag, but it didn't quite measure up. First the things I didn't like: 1. The zippers are either too long or need to be placed better. Whenever I opened the bag, my stuff would either fall out or I needed to hold it back from falling out. 2. The pocket for a cell phone is in an inconvenient location on the strap. Too awkward to use there. 3. The water bottle pocket needs to be bigger. I had a 20 oz bottle which barely fit. I had to work some to get it in. The things I did like: 1. Nice size not too little not too big. Holds what you need for an outing. I had a fold up umbrella, sunglasses and case and a few other smaller items in it for the day. Could even fold up a jacket to fit. 2. Nice to have hands free and able to access without taking it off like a backpack. 3. It is comfortable. Wore it all day at a golf tournament and it wasn't heavy and bothersome. I am going to keep it, but would really like it better with the above improvements.",neutral
"I wanted a pale blue purse, but this is more grey/green than a light blue. I returned it because of the color.",negative
RECEIVED MY ORDER; ONE HOLDER WAS ALREADY BROKEN IN BOX. THEY ARE EXTREMELY FLIMSY AND CHEAP. FEELS LIKE YOU WOULD HAVE TO PHYSICALLY HOLD THE UNIT WHILE RETURNING THE BRUSH TO IT. NO ONE WANTS TO DO THAT!,negative
"Seams are weak, tearing at zipper already",neutral
"Hat fit well and is in great shape. My only issue was the color. Ordered black, but it is definitely a darker gray. Would probably not order again because of this.",neutral
This remote was AMAZING.... Until it died this week after 1.5 years of use. Trouble shot everything... Still hot working!,negative
Disappointed the hardware did not come with them having a difficult time locating the right hardware to mount on our dock,negative
When trying to apply the e in illegal got stuck on the other paper and wasn’t able to get it off.,negative
This is the 4th time I have bought this brand weather boot or Shoe well worth every penny,positive
Creativity is good and practical. Never worry about power shortage again. The battery will not fall in everyday life and it will not fall during jogging. Very satisfied with this sound quality.Strongly recommend!,positive
I only got a partial order. I was suppose to get 20 and I only got 5.,negative
"Easily installed, even beneath the case we have for the phone. Extra protection is always great.",positive
This is exactly what I thought it would be and saved me time and money from having to resize the ring. Finally I can wear my wedding band again. It is super comfortable and easy to install.,positive
Good looking product. I would like that they included a smaller cube. Just my opinion. Completely happy,positive
Just installed these and I do like how they add some tint and block the direct sun. You can feel the heat on the carpet from it beating half the day. This should help a lot!,positive
"I'd really looked forward to cooking a small turkey in it, but Amazon refunded promptly and I may try again if its available later in the year",neutral
Received the chalk today. Opened it to find all the chalk was broken! Very dissapointed.,negative
"I loved this adapter. Arrived on time and material used was good quality. It works great, this is convenient when I use this in my car, it can use headset when you charging. It is a very good product!",positive
"Great plot. The H had a lot going on...relationships with family members, with God, dealing with guilt, making her business successful. Really enjoyed the very different personalities of the characters. Good reading!",positive
lovely product for smoothing out your paintings. Prolongs the drying process so you can work with acrylics.,positive
"Really cute outfit and fit well. But, the two bows fell off the top the first time worn. The bows were glued on opposed to sewn.",neutral
"Don't waist your money, this nail polish smells very strong you'll need a face safety mask, it has a thin layer of some kind of fuel like liquid and another very thin liquid with silver color, you would have to shake the bottle which, the size is like for a five yr old little girl. I polished my nails in the evening and when I got up in the morning, the nail polish was peeled right off the nails on most of my nails and i found the polish peel on my bed an on the floor. I DO NOT recommend it.",negative
Does exactly what it's supposed to do.,positive
BOY LR GIRL? I payed $12 extra dollars for this to be shipped bc I needed it by today. It came in & is misspelled?!,negative
After all the holidays and gatherings.. With all the kids take turns going crazy to play with my 3D pen... I realized I need to get some refills again (my last pack was ordered less than a month ago). Product arrived on time and well-packaged. Colors are beautiful... I love the lime green and the blues! Works with my pen without any problem. Good deal.,positive
"My doll didn't come with the little blanket as pictured. For an Asian baby doll, the skin tone is too light. She is very tiny and cute though. Update: About a month later after purchasing, I finally decided that I just didn't care for the way she looked and donated her to charity.",neutral
Did not come with Velcro straps and the charging speed is terrible. It'll take almost an hour and to gain a 10% charge and don't even THINK of using your phone while charging because it will lose power. I'd like to add that I bought these a little over a month ago and all three are completely useless and will not work. What a rip off.,negative
This set made a beautiful party. I was pleasantly surprised with the size and quality of the banner. The tissue balls were easy to assemble and were perfect for our setting. I highly recommend this product.,positive
Does not work with a case. Outside of the case it fits well and works good.,neutral
Arrived and fits as described.,positive
I wish it came with it's own little pump because this thing is HUGE! Easily carries my one little 9 year old.,positive
"It looks good for the price I paid, but misleading photo. It does not look as natural. Immediately can tell its a wig. Hard to keep in place with the hair netting inside but whatever.",neutral
Stopped working after two months and I have found no way to contact this company about replacing it or refunding it. Don’t buy.,negative
Socks feel and fit great! A little disappointing that I was short 1 sock!,neutral
"Threads too deep. Engages on tank, but gasket didn't seat. Leaks badly",negative
"The popcorn was to greasy , did not taste like butter",negative
The camera did not screw on tight enough so it was wobbly. Had to improvise the get it tight enough.,neutral
Bought for grandson’s birthday. The protective film on the sticky side was already gone so it will not stick at all. Going to glue it on since he is autistic and returning will create a complete melt down. Total junk!,negative
Never received products. Said it was delivered but someone must have snatched because it said it was delivered on only day I wasn’t home. Even asked neighbor and said she never seen it. Will try again after holiday when things slow down.,neutral
This is one of the best accessories that I have bought for my new baby. I tend to go all out and buy a bunch of stuff I don't need whenever I get a new phone. But this one definitely is one the best purchases I've done,positive
The product was squished and melted the presentation was very poor! Not gift worthy!,negative
"These are trash. Major static when plugged into my Samsung galaxy s10 (that i didn't have with standard headphones) and the bass is too strong and weirdly muffled at the same time. Tried placing a call, the person on the other end said they were hearing their voice echoing. Returning.",negative
These rights hold in my fat oh so well. And they are warm for cold days!,positive
"love the coffee...but these, even though not expired ate hard, and hard for the machine to process",neutral
I received my AirPods case on the Sep the 12 and 10 days later it falls apart and I’m so disappointed because this AirPods case is so pretty and cute I was thinking about buying another one but not until this one gets replaced,negative
"I really liked the way that this watched looked but unfortunately, the wristband broke after two days of use. Very cheap and very thin piece of leather that connects the wristband to the watch which broke after a very short period of time. I’d give it five stars if it weren’t for the cheap wristband. I’ll probably end up trying to find another band for it but wouldn’t recommend to anyone.",negative
This screen is a pain in the butt to install. Ive had it on for 3 days and it peels up on the corners and the curved edges of the screen. It seems like it would protect from scratches but not impact at all. I don't recommend.,negative
"I literally used it like four times, and now the container cracked and content is leaking. This is the third time that this has happened to me with ninja products. Never buy them again.",negative
It didn't cover the whole screen....not even close,negative
Uncomfortable and difficult to breath through,negative
End connecting point shorted out In 40 Days. Refund period ends in 30 Days. Not impressed!!,negative
"Nice price, but a few cups arrived with scratches",neutral
great quality. love the lettering and the design around the edges. cant wait to decorate with them. speedy delivery,positive
Took it out of the box and plugged it in---didn`t work. The indicator light didn`t illuminate--just dead as a doornail. I called Samsung to see if there was some hidden switch somewhere--there wasn`t. Now wrapping it back up to return to Amazon.,negative
"Good product, fast shipping, works as advertised",positive
Great standard board just know its not magnetic.,neutral
Just okay - not the best war movie out there... but it is a tad interesting..,neutral
"It leaks all over.. I put it on my desk and woke up with a giant puddle. I knew it would get a little moist, due to the mist. But I'm pretty sure it's leaking from the bottom or something because the puddle on my desk that made a full size towel completely soaked. I really wish it worked right, I really wanted to love it. I don't think it's the way I'm putting it on either because I tried that several different times and it didn't help at all. Very frustrating because I bought due to the high reviews!!",negative
"I thought a rechargeable tactical flashlight was the answer. This one worked well at first, but could not go the distance and now it in the recycle bin. The flap that protected the charging port died after two weeks, the flashlight finally died after about 3 months. I prefer the flashlights that use regular carbon batteries now. I cannot recommend this product for any reason.",negative
Wish I could give negative stars!!!!!! Package came today and the seal is broken. Money down the drain because it won't let me return or replace it.,negative
"I have three of these linked together. As many of the other reviews said, the legs are weak and prone to breakage even with careful use. It is best to provide some other means of support and not use the legs. Also the gaskets at the fittings do not seal well. I used RTV silicone sealant when assembling the water fittings to stop the leakage. These units are doing a good job heating my pool.",neutral
I was a little leary on trying this at home but I have to say there is nothing too it! I have very sensitive skin and this did not irritate my skin at all. The directions were very clear step by step which made it so easy. If you are a first timer like myself I would recommend putting some news papers down so you don't drip the wax on your floor.,positive
When I received the bag it did not have the strap. I was thinking the bag had a strap as indicated in the picture. Would not have the ordered if I had known,negative
"I liked this suit but it had a few weird things. The top hangs weird in the back (pictured). The bottom of the back under the ties is super super loose and looks funny. The whole suit is lined but the front of the top has extra lining to hold the pads inside, you can see the while line through the top (pictured). The bottoms were great, I actually liked them more than I thought I would. Its definitely a cute suit but didn't fit my body well.",neutral
"I've got 2 different covers , while I ordered same .. One of the covers is loose and has only 1 strip while the other one is fit and has 2 strips to close it ..",neutral
It was a lot smaller than expected. not slow rising. But it is cute. It came early.,neutral
"Super cute, but a bit flimsy. Matched my lilac crocs strangely well, but cracked within a couple weeks.",neutral
This item works well as described. The package comes with three variety of sizes and cute design.,positive
Soooo thankfully this was a 4 pack because the first one I applied had an air bubble on the side that wouldn’t go away and the second time it still had an air bubble on the side but it wasn’t as bad. Within 2 days my screen already had a small crack and by the end of the first week it was cracked in several places. Definitely not worth the money!!! I still have the cracked glass protecting my phone but it’s chipping off and hurts my finger a bit if it’s near the cracks. I will most likely have to buy another screen protector within the next month judging by the way it’s lasting me. Not happy about that at all.,negative
"So far so good. Its a radiator cap tho.. it doesnt leak, the truck isnt overheating, i dont know what else to say.",neutral
"(Came Used and broken straight out the package) Even tho I read all the review and they were bad I took a chance thinking I could overcome the issues other ppl had but this just isn’t worth buying. Design is nice, but what’s good of a lock if it doesn’t work . Save your time and money and look else where !!!",negative
Really nice quality.,positive
"If not the most comfortable shoes I ever wore, they are at least tied for first place. Easy on-off; looks like a lace-up, but it's a slip-on.",positive
This is a good toy for dogs who are not powerful chewers. My dogs destroyed the toy within minutes. Still looking for a toy that lasts.,neutral
"I wish the cord was a little longer, but it works great. I like all the setting options.",positive
"doesnt last, cheap crap faded in 3 weeks, small holes in 5 weeks, tore wide open in 8 weeks",negative
I read that it would help with eyelash and eyebrow growth but it didn’t do much for me. Doesn’t have a smell of anything which was nice.,neutral
"The color was good but, I didn’t care for how it spreader. It seemed too stiff.",neutral
"Sound quality just ok,but easy to connect and battery last few hour for sure,but i was not playing full volume because of the sound quality not that good when you play it loud !!!! I buy it for my patio not for dance party !!!",neutral
These are very cute. My only drawback with them is that they don't wipe clean. Look stained rather quickly. They are nice quality other than that.,neutral
"This mesh tote is going to be so perfect for the summer months. I love that I can carry snacks or towels or whatever I might need for the beach or the park as well as the small cooler underneath that can hold drinks , water, even a couple of bottles of wine if me and my girlfriends so desired.",positive
Nice looking but did not fit my iPhone 8plus,negative
Half of these arrived broken - which probably happened in shipping- but it was still frustrating.,neutral
Who takes their laptop camping? Bright light. Hard to recharge.,neutral
Not for heavy chewers,neutral
"These seem to work, but one was cracked upon receipt.",neutral
"They are too big for me, they just slide down my legs. 8in would be a better length.",negative
Had to use blow dryer to heat up to fit over outlet. I could have been 10' longer. material seems thick enough but will have to wait another summer to see how well it holds up.,neutral
Touch screen for the 2018 ipad was uhh anyways. But the product is as advertised and I liked the framing assistance. Good product.,positive
"Explained in the instructions, it is easy to use. It is small and convenient to carry. I am satisfied with my own sound quality. I am satisfied with the high quality.",positive
"Purchased because I liked the Coronado and wanted a bigger pack. However, despite the shoulder straps are attached slightly differently and aren't as comfortable. The sternum strap is too short for me (size 43 jacket). The zippers aren't always easy to open and there is only a single zipper for the rear most compartment. However, it does have good organization.",neutral
These are huge check the measurements,negative
A little weak but work if you slather it on,neutral
You get what you pay for. This is cheap so it’s not that consistent & accurate.,neutral
Will continue to buy.,positive
Gloves are comfortable and fit well but threading is coming undone after two days of use.,neutral
"The chair looks good, matches the photos pretty well. It's fairly sturdy, and seems like it might last a while, at least structurally. I am 6' 1"", and I don't have any problems with the height of the seat, or the position of the arm rests. Unfortunately, I have a few gripes with it. First, the chair's butt area is supremely firm, to the point of discomfort. I purchased a chair pad less than a week after buying it. Second, the foot stool portion doesn't seem particularly stable, even when reclining. I'm a big guy, and I feel like the weight of my legs could snap the foot support off at any moment. Overall, I'd have to say it's average. For the price, I might shop locally next time instead of taking a chance on an online product.",neutral
Cracked after 2 days being on my phone,negative
Do not buy this to protect your Note 9. One of the screen protectors would not stick and 2nd screen didn't protect my phone whatsover. Good thing I have insurance. My advice is to get a Zagg screen protector to be safe.,negative
"I move a lot. And having a friend over to help move furniture is great. But the back breaking work is no fun. Having these straps is going to make moving a little less stressful. Even if we are rearranging the furniture at home, I can use these to move the bed and other heavy items around. They are pretty easy to setup and makes moving a breeze. I am glad I got these.",positive
I get stopped all the time from strangers asking where I got this. It’s a cute wristlet and holds enough credit cards to make this an everyday wearable phone case.,positive
"Have been good, but just had one bulb have its low beam go out. The high beam works, but not the low beam",neutral
Very helpful. I haven’t tried yet but it showed how many times/ ratio(food & water) to input the instant pot clearly with picture!,neutral
It was easy to prepare but the material degraded so quickly just from regular grinding. This did the trick for a couple weeks but I ended up having to get a custom guard from my dentist.,neutral
Zero stars. I was not able to use - these may be defective or counterfeit. My printer keeps saying the ink is low and won’t print.,negative
A size 11 look like 2 left feet and I thought the bottoms where suede like something that won't slide across floors and carpet.,negative
"For sure!!,this is the best impression.When you want to give her a carring but strong,sweet look.",positive
The heat from the interior of the car melted the glue and the cover has all but come loose...,negative
"Antenna looks great, but does not have the abilities of a full size antenna. Listen to a lot of am sports radio from the local affiliate and does not get a good signal.",neutral
Looks good in her collection.,positive
They were a lot to wide for my ear,negative
This is VERY sticky and works great!,positive
"Horribly frustrating strap to hold it onto the light. I expected a much better fit. Not much better than trying to stretch a rubber band around the diffuser to old it on. Kept falling off after I did get it strapped on. In a time sensitive situation it would be maddening to use this product. You get what you pay for and in this instance, not much.",negative
Got 2 uses out of them and they broke. I’ve bought these twice and they do not last long at all,neutral
"Great product. Was exactly as I expected it would be. Only thing to keep in mind that it is hard to see out of the mask when it is dark and the lights are on, but that's to be expected.",positive
It’s not WiFi. Only LAN. Useful but would have preferred it to be both,neutral
You get what you pay for! The band is not leather. It is written that it is.,negative
"size chart said 7-8 eyelet use 54"" I would recommend at least 66 or 72 inch laces for hiking boots. I would have measured but the dog ate the old ones.",neutral
I have been very satisfied with my purchase. Holds everything from my iPhone and kindle to an iPad. I would highly recommend this product.,positive
"I purchased this because I saw it being used in another classroom. Unfortunately, the handle keeps coming off. My husband fixed it once, but it continues to happen. When the unit stays together, it is a great sharpener.",neutral
"Recommended with the Echogear wall mount and worked perfect with my Vizio sound bar. I didn't have to take my 75"" Vizio HDTV down to mount these brackets. I just removed the 2 lower mount screws and slid the brackets into position then reinstalled the lower mounting screws. Had to adjust them a bit to get the perfect level under the HDTV but overall turned out great!",positive
The literally squeak with every step! 🤦‍♀️,negative
The bike attachment is too loose o attach to the bike. I had to return it.,negative
Very good product. The brush is soft and the head is bigger than a normal toothbrush. So it's easier for the baby to use.,positive
"First, let me say that the bathing suit is super cute! The top is a vibrant, bright pink, and the bottoms are white with specs of the same bright pink as well as other bright colors that compliment the top. My favorite thing about this swimsuit is that the top has scallops on the bottom of it which I did not notice when ordering initially. Now, the reason for my three star rating...the cup shaped padding in the top doesn't stay in place, therefore leaving your nipples exposed if the swimsuit is wet. I am not rating the suit on support since I didn't buy it with the intention of it being supportive. I'm blessed up top and do not expect for something with zero underwire to hold me up. The straps do help keep me from falling out of the top though which was one of the reasons I picked it. The bottoms are too big for me but that's only because I have to go up in size for the top to fit, so I really cannot say anything other than they're extremely cute and look like they would be flattering since they're a high waisted fit. (Note: I would have given the swimsuit a lower rating, but I feel like that may be a little premature seeing as how I've had it for less than a week. I will drop a star in my rating if the suit doesn't hold up through the end of summer.)",neutral
